index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month
6211,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,1,0,0,0,,3,-17
6212,M,Y,Y,1,135000,Working,Higher education,Married,House / apartment,-9621,-126,1,0,0,0,Core staff,3,-31
6213,M,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-11462,-4606,1,0,0,0,Laborers,4,-31
6214,F,Y,Y,1,157500,Working,Incomplete higher,Civil marriage,House / apartment,-13046,-2753,1,0,0,0,,3,-13
6215,F,N,N,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11616,-3029,1,0,0,0,Laborers,2,-33
6216,F,N,N,0,157500,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,,1,-43
6217,F,N,N,0,261000,Commercial associate,Incomplete higher,Married,House / apartment,-10028,-1070,1,1,0,0,,2,-19
6218,F,N,Y,0,90000,State servant,Higher education,Married,House / apartment,-12849,-543,1,1,1,0,Core staff,2,-17
6219,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-19238,365243,1,0,0,0,,2,-57
6220,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15686,-223,1,0,0,1,Core staff,1,-41
6221,F,N,Y,0,175500,Commercial associate,Higher education,Married,House / apartment,-15248,-2227,1,1,1,0,Managers,2,-19
6222,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-14466,-1569,1,0,1,0,,2,-1
6223,M,Y,Y,1,337500,Working,Higher education,Married,House / apartment,-12423,-5621,1,0,0,1,Managers,3,-22
6224,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-14080,-1869,1,0,1,0,,2,-39
6225,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,-19958,-7465,1,0,0,0,Laborers,2,-6
6226,F,N,Y,2,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16725,-5618,1,0,0,0,Low-skill Laborers,4,-18
6227,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22119,365243,1,0,0,0,,2,-20
6228,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-8655,-1067,1,0,1,1,Core staff,2,0
6229,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-18493,365243,1,0,0,1,,1,-18
6230,F,Y,Y,1,133650,Commercial associate,Secondary / secondary special,Married,House / apartment,-14596,-1965,1,0,0,0,,3,-6
6231,F,N,N,0,122400,Working,Secondary / secondary special,Married,House / apartment,-20952,-1155,1,1,0,1,Medicine staff,2,-22
6232,F,N,N,0,180000,Commercial associate,Incomplete higher,Married,With parents,-8247,-430,1,1,0,1,Sales staff,2,-2
6233,F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-19682,-2104,1,1,0,0,Cleaning staff,1,-21
6234,F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13797,-4230,1,0,0,0,Core staff,2,-9
6235,M,N,Y,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,-9800,-139,1,0,1,0,,1,-6
6236,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2,-14
6237,F,N,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-19461,-5124,1,0,0,0,Core staff,2,-26
6238,M,N,Y,0,450000,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10363,-1282,1,0,0,0,Managers,1,-7
6239,F,N,Y,1,193500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16921,-1095,1,0,0,1,Laborers,3,-20
6240,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16817,-4410,1,0,0,1,Sales staff,2,-28
6241,M,Y,N,0,126000,Working,Secondary / secondary special,Married,House / apartment,-20136,-1795,1,0,1,0,Security staff,2,-25
6242,M,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,,2,-38
6243,F,Y,Y,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15375,-3200,1,0,0,1,Laborers,2,-26
6244,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21180,-2728,1,0,0,0,,2,-39
6245,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-20831,-1142,1,0,0,1,Cleaning staff,2,-16
6246,F,N,Y,0,193500,Pensioner,Incomplete higher,Widow,House / apartment,-24295,365243,1,0,0,0,,1,-2
6247,F,N,Y,0,270000,State servant,Secondary / secondary special,Married,House / apartment,-20103,-1444,1,1,1,0,Waiters/barmen staff,2,-4
6248,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2,-20
6249,M,Y,Y,0,292500,Working,Secondary / secondary special,Married,Rented apartment,-17011,-901,1,0,0,0,,2,-29
6250,M,Y,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14566,-292,1,1,0,0,Laborers,3,-27
6251,F,N,N,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14788,-2661,1,1,1,0,Core staff,3,-11
6252,F,N,Y,1,67500,Working,Higher education,Married,House / apartment,-11140,-991,1,0,0,0,Managers,3,-20
6253,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-18950,-2021,1,0,0,0,,2,-31
6254,M,Y,N,0,234000,Working,Secondary / secondary special,Married,House / apartment,-19378,-858,1,1,1,0,Laborers,2,-47
6255,F,Y,N,0,112500,Working,Higher education,Married,With parents,-10475,-1792,1,1,1,0,Core staff,2,-5
6256,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22256,365243,1,0,0,0,,2,-14
6257,M,N,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22600,365243,1,0,0,0,,2,-50
6258,M,Y,Y,1,360000,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3,-11
6259,F,N,N,1,171000,Working,Secondary / secondary special,Single / not married,House / apartment,-9064,-1681,1,1,0,0,Laborers,2,-15
6260,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-16361,-2109,1,1,0,0,,3,-14
6261,F,N,N,0,72000,Working,Secondary / secondary special,Single / not married,House / apartment,-18799,-1466,1,1,0,0,Cleaning staff,1,-25
6262,F,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,-11901,-183,1,0,0,1,Core staff,3,-4
6263,F,N,Y,0,112500,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,1,0,0,0,,2,-19
6264,M,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-20770,-623,1,1,0,0,Cooking staff,2,-13
6265,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-22481,365243,1,0,1,0,,2,-47
6266,F,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-14810,-1655,1,0,0,0,Laborers,2,-48
6267,F,N,N,0,255150,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,,2,-18
6268,F,Y,N,0,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1,-38
6269,M,N,Y,0,135000,State servant,Higher education,Single / not married,Municipal apartment,-10660,-1935,1,0,0,0,Core staff,1,-9
6270,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11768,-2086,1,0,0,1,Laborers,2,-3
6271,F,N,Y,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,-17708,-5555,1,0,0,0,Laborers,2,-55
6272,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,2,-30
6273,F,Y,Y,0,202500,Pensioner,Higher education,Widow,House / apartment,-21269,365243,1,0,0,1,,1,-39
6274,M,N,N,0,360000,Working,Secondary / secondary special,Married,Rented apartment,-13958,-969,1,0,1,0,Drivers,2,-9
6275,M,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17412,-399,1,0,0,0,Laborers,2,-31
6276,M,Y,Y,0,135000,Working,Higher education,Single / not married,House / apartment,-9898,-1178,1,0,0,0,Laborers,1,-16
6277,F,N,N,1,540000,Working,Secondary / secondary special,Separated,House / apartment,-16409,-2045,1,1,0,0,Managers,2,-60
6278,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15922,-2086,1,0,0,0,Sales staff,2,-52
6279,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-10640,-1494,1,1,1,0,Laborers,4,-33
6280,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4,-42
6281,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-20495,365243,1,0,1,0,,2,-39
6282,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,With parents,-10678,-1526,1,0,0,0,Security staff,1,-21
6283,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,,4,-6
6284,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,1,0,0,0,,2,-50
6285,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-12078,-673,1,1,1,0,Laborers,2,-21
6286,F,N,Y,2,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12486,-1816,1,0,0,0,Laborers,4,-52
6287,F,N,N,1,121500,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3,-45
6288,M,Y,N,2,213750,State servant,Higher education,Married,House / apartment,-12569,-3748,1,1,1,0,Core staff,4,-47
6289,M,N,Y,0,292500,Working,Secondary / secondary special,Married,House / apartment,-19865,-9076,1,0,0,1,Drivers,2,-44
6290,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-23145,365243,1,0,0,0,,2,-11
6291,F,Y,Y,0,108000,Working,Secondary / secondary special,Separated,House / apartment,-17171,-925,1,0,0,1,Cleaning staff,1,-17
6292,F,N,N,0,202500,Working,Higher education,Married,House / apartment,-16100,-4939,1,0,1,0,Core staff,2,-53
6293,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978,365243,1,0,1,0,,1,-35
6294,F,Y,Y,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,-15330,-1014,1,1,1,0,Managers,2,-7
6295,F,N,Y,0,292500,Working,Secondary / secondary special,Married,House / apartment,-12379,-4453,1,0,0,1,Sales staff,2,-3
6296,F,Y,Y,0,121500,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2,-53
6297,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18103,-3840,1,0,0,0,Laborers,2,-5
6298,M,Y,Y,0,180000,Working,Lower secondary,Single / not married,House / apartment,-11988,-2495,1,0,0,0,Laborers,1,-45
6299,M,N,N,0,90000,Working,Higher education,Single / not married,With parents,-11620,-994,1,1,0,0,Laborers,1,-38
6300,M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-18010,-2811,1,1,0,0,Laborers,1,-53
6301,F,N,Y,1,162000,Working,Secondary / secondary special,Married,House / apartment,-12673,-1236,1,0,1,1,,3,-23
6302,M,Y,Y,1,292500,Working,Secondary / secondary special,Married,With parents,-12015,-1550,1,0,0,0,Laborers,3,-13
6303,F,N,Y,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,-22605,365243,1,0,0,0,,2,-31
6304,M,Y,N,1,121500,Working,Secondary / secondary special,Separated,House / apartment,-14372,-349,1,0,1,0,Drivers,2,-3
6305,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22670,365243,1,0,1,0,,2,-52
6306,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,Core staff,3,-42
6307,M,Y,Y,1,315000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,2,-25
6308,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18234,-2965,1,1,1,0,Core staff,2,-10
6309,F,Y,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-15692,-3649,1,0,0,0,Managers,4,-20
6310,M,Y,Y,1,139500,Working,Secondary / secondary special,Married,House / apartment,-14355,-5557,1,1,0,0,Laborers,3,-38
6311,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-9479,-1143,1,0,0,0,Laborers,2,-9
6312,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,-10650,-3163,1,0,0,0,Accountants,3,-15
6313,F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,2,-8
6314,M,Y,Y,0,225000,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,1,0,,1,-7
6315,F,N,Y,0,135000,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,,1,-46
6316,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14320,-829,1,0,0,0,High skill tech staff,2,-6
6317,M,Y,Y,1,180000,Working,Higher education,Married,With parents,-11917,-1680,1,1,0,0,Laborers,3,-25
6318,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15421,-1198,1,0,1,0,Laborers,2,-43
6319,M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2,-37
6320,F,N,Y,0,40500,Working,Secondary / secondary special,Married,House / apartment,-12729,-4936,1,1,0,0,Cleaning staff,2,-36
6321,F,N,Y,0,144000,Working,Higher education,Single / not married,House / apartment,-13190,-4943,1,0,0,0,,1,-13
6322,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14918,-1866,1,0,0,0,Sales staff,2,-39
6323,F,Y,Y,2,450000,Working,Secondary / secondary special,Married,House / apartment,-14874,-4693,1,0,0,0,Core staff,4,-8
6324,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-12322,-3717,1,0,0,0,Core staff,2,-36
6325,F,N,N,0,157500,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-21471,365243,1,0,0,0,,1,-29
6326,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-14071,-3806,1,1,0,0,Laborers,2,-28
6327,F,N,Y,0,288000,Working,Secondary / secondary special,Married,House / apartment,-19863,-4451,1,0,0,0,,2,-15
6328,F,N,N,1,202500,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,,3,-21
6329,M,N,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-11616,-3344,1,1,1,0,Laborers,2,-38
6330,F,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-11268,-2545,1,1,1,0,Laborers,2,-29
6331,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,-20752,365243,1,0,0,0,,1,-23
6332,F,Y,Y,0,157500,Working,Higher education,Married,House / apartment,-14976,-3550,1,0,0,1,Drivers,2,-22
6333,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21833,365243,1,0,0,0,,2,-41
6334,F,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-16278,-2712,1,1,1,0,,1,-33
6335,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-20775,365243,1,0,0,0,,2,-26
6336,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-22655,365243,1,0,0,0,,2,-12
6337,F,N,Y,2,180000,Working,Higher education,Married,House / apartment,-11560,-467,1,1,0,0,,4,-33
6338,M,N,N,0,126000,Working,Secondary / secondary special,Married,House / apartment,-21388,-1830,1,0,0,0,Security staff,2,-24
6339,F,N,N,0,225000,Working,Higher education,Married,House / apartment,-16837,-2848,1,0,0,0,Managers,2,0
6340,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3,-58
6341,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-18650,-1892,1,0,0,0,Laborers,1,-17
6342,F,Y,Y,1,157500,Working,Incomplete higher,Civil marriage,House / apartment,-13046,-2753,1,0,0,0,,3,-59
6343,F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,-14143,-2072,1,0,0,0,,1,-27
6344,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-13483,-5345,1,0,0,0,Laborers,2,-25
6345,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22176,365243,1,0,0,0,,2,-53
6346,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21854,-764,1,0,0,0,Laborers,2,-51
6347,M,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-20544,365243,1,0,0,0,,2,-27
6348,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10572,-137,1,0,0,0,,2,-13
6349,F,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,1,0,0,0,Laborers,2,-3
6350,F,N,N,1,157500,Working,Higher education,Married,House / apartment,-13167,-1641,1,0,0,0,Sales staff,3,-5
6351,M,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-9288,-959,1,0,0,0,Laborers,1,-14
6352,M,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,Rented apartment,-16491,365243,1,0,0,0,,2,-25
6353,F,N,Y,1,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,Waiters/barmen staff,2,-17
6354,F,Y,Y,0,247500,Working,Secondary / secondary special,Single / not married,With parents,-11770,-285,1,0,0,0,Sales staff,1,-58
6355,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23173,365243,1,0,1,0,,2,-51
6356,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-11586,-1751,1,0,0,0,Core staff,3,-20
6357,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-19147,365243,1,0,0,0,,2,-44
6358,F,N,Y,0,69372,Working,Secondary / secondary special,Married,House / apartment,-15887,-217,1,1,1,0,Laborers,2,-28
6359,F,N,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,-11270,-1889,1,0,0,1,Managers,2,-11
6360,M,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15302,-596,1,1,1,0,Laborers,2,-50
6361,F,N,Y,1,90000,Working,Higher education,Married,House / apartment,-10520,-2378,1,0,0,0,Laborers,3,-55
6362,F,N,Y,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,1,0,0,0,,1,-42
6363,M,Y,Y,1,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16510,-731,1,0,0,0,,3,-22
6364,M,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-10886,-308,1,0,0,0,Laborers,1,-21
6365,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2,-23
6366,F,N,N,0,94500,Working,Higher education,Married,House / apartment,-16825,-196,1,0,0,0,Security staff,2,-45
6367,F,N,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-15552,-5587,1,1,1,0,Laborers,2,-59
6368,M,Y,Y,0,225000,Pensioner,Higher education,Married,House / apartment,-24166,365243,1,0,0,0,,2,-60
6369,M,Y,N,2,202500,Working,Higher education,Married,House / apartment,-11736,-727,1,0,0,0,Drivers,4,-33
6370,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-9582,-747,1,0,0,0,Sales staff,3,-16
6371,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3,-15
6372,M,N,Y,0,114750,Pensioner,Secondary / secondary special,Separated,House / apartment,-21268,365243,1,0,0,0,,1,-25
6373,F,Y,Y,1,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20661,365243,1,0,1,0,,3,-7
6374,F,N,Y,0,180000,Working,Lower secondary,Widow,House / apartment,-16803,-2227,1,1,1,0,Cleaning staff,1,-33
6375,F,N,Y,0,270000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21578,365243,1,0,0,0,,1,-7
6376,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,Core staff,3,-23
6377,F,N,N,0,67500,State servant,Secondary / secondary special,Married,Municipal apartment,-17104,-3024,1,1,0,0,Core staff,2,-29
6378,F,N,Y,0,333000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22218,365243,1,0,0,0,,1,-19
6379,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2,-14
6380,M,N,Y,1,225000,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3,-24
6381,F,N,Y,0,180000,State servant,Higher education,Single / not married,House / apartment,-12410,-3270,1,0,0,0,Core staff,1,-37
6382,F,Y,Y,3,405000,Working,Secondary / secondary special,Married,House / apartment,-13886,-4003,1,0,0,0,Accountants,5,-46
6383,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1,-24
6384,M,N,Y,0,337500,Working,Higher education,Married,House / apartment,-13263,-5269,1,0,0,0,Managers,2,-35
6385,F,N,N,0,225000,Working,Secondary / secondary special,Separated,House / apartment,-11974,-1388,1,0,0,0,Sales staff,1,-15
6386,F,N,Y,0,175500,Commercial associate,Higher education,Married,House / apartment,-15248,-2227,1,1,1,0,Managers,2,-17
6387,F,Y,N,0,157500,State servant,Secondary / secondary special,Married,House / apartment,-17081,-2927,1,0,1,0,,2,-7
6388,M,Y,Y,0,207000,Pensioner,Higher education,Married,House / apartment,-24312,365243,1,0,0,0,,2,-32
6389,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17075,-2942,1,0,0,0,Laborers,2,-48
6390,F,Y,Y,2,234000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12226,-1382,1,1,1,0,Sales staff,4,-5
6391,M,Y,Y,1,225000,State servant,Higher education,Married,House / apartment,-11429,-3165,1,1,0,0,,3,-25
6392,M,Y,Y,0,179100,Commercial associate,Secondary / secondary special,Married,Office apartment,-16257,-856,1,0,0,0,Drivers,2,-12
6393,F,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-17803,-10079,1,0,1,0,Core staff,1,-49
6394,M,Y,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-13022,-1600,1,0,0,0,Laborers,4,-27
6395,F,Y,Y,0,108000,Working,Secondary / secondary special,Married,Municipal apartment,-19316,-6039,1,0,0,0,Core staff,2,-33
6396,M,N,Y,0,135000,Pensioner,Lower secondary,Married,House / apartment,-24202,365243,1,0,0,0,,2,-15
6397,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-9887,-2474,1,0,1,0,Sales staff,2,-41
6398,F,N,Y,0,225000,Working,Higher education,Married,House / apartment,-16202,-2939,1,1,1,0,Managers,2,-9
6399,F,N,N,0,117000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23056,365243,1,0,0,0,,1,-15
6400,F,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-12723,-1649,1,0,0,0,Sales staff,2,-26
6401,F,N,Y,0,157500,State servant,Secondary / secondary special,Married,House / apartment,-19382,-3352,1,0,0,0,,2,-59
6402,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3,-13
6403,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-16356,-1648,1,0,0,0,Sales staff,3,-4
6404,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482,-2878,1,0,0,0,Laborers,2,-51
6405,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-23640,365243,1,0,1,1,,2,-37
6406,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-9479,-1143,1,0,0,0,Laborers,2,-23
6407,M,Y,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-17367,365243,1,0,0,0,,2,-12
6408,F,Y,Y,1,112500,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3,-12
6409,F,N,Y,0,175500,Commercial associate,Higher education,Married,House / apartment,-15248,-2227,1,1,1,0,Managers,2,-57
6410,M,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-16274,-1452,1,0,1,0,Laborers,2,-17
6411,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14577,-2269,1,0,0,0,Sales staff,2,-33
6412,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-23324,365243,1,0,1,0,,2,-43
6413,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,-8319,-689,1,1,0,0,,2,-10
6414,F,Y,Y,0,517500,State servant,Higher education,Married,House / apartment,-16274,-7172,1,0,0,0,,2,-46
6415,F,N,N,1,180000,State servant,Higher education,Married,House / apartment,-14069,-2500,1,1,1,1,Core staff,3,-46
6416,F,Y,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,-13909,-6740,1,1,0,0,High skill tech staff,2,-18
6417,F,N,Y,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12563,-1025,1,0,0,0,Cooking staff,4,-5
6418,M,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-13534,-2557,1,0,0,0,Laborers,4,-24
6419,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-20843,365243,1,0,1,0,,2,-39
6420,F,N,Y,0,297000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,1,0,0,0,Laborers,1,-5
6421,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18989,-171,1,0,0,0,Laborers,2,-51
6422,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11631,-714,1,0,0,1,Managers,1,-7
6423,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20193,-3154,1,0,0,0,Sales staff,2,-20
6424,F,N,Y,1,315000,Working,Higher education,Civil marriage,House / apartment,-10810,-1435,1,1,0,1,Core staff,3,-20
6425,F,N,N,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2,-4
6426,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22576,365243,1,0,0,0,,1,-5
6427,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-11133,-1991,1,1,1,0,Laborers,2,-13
6428,M,Y,Y,2,247500,Working,Secondary / secondary special,Married,House / apartment,-17320,-535,1,0,0,0,Laborers,4,-11
6429,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-14526,-254,1,0,0,0,Cleaning staff,2,-14
6430,F,Y,Y,1,360000,Working,Higher education,Married,House / apartment,-11619,-2475,1,0,0,0,,3,-45
6431,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-20900,365243,1,0,1,0,,2,-21
6432,F,N,Y,1,120150,Working,Higher education,Married,House / apartment,-9287,-1432,1,1,0,0,Core staff,3,-28
